id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
3005079,Beautiful Home One Block to Beach,2334994,Julian,City of Los Angeles,Venice,33.98636,-118.47049,Entire home/apt,190,30,3,2018-07-03,0.04,2,0,0,
3007020,Cozy Santa Monica home near beach,15325708,Martin,Other Cities,Santa Monica,34.01396,-118.47518,Entire home/apt,499,31,1,2014-07-14,0.01,1,94,0,
3010416,"Playa Del Rey Condo, walk to beach",15341437,Shelley,City of Los Angeles,Playa del Rey,33.95553,-118.43753,Entire home/apt,138,30,26,2021-05-16,0.33,1,227,2,
3010996,Charming Hollywood Studio,15342122,Leonardo,City of Los Angeles,Hollywood,34.1027,-118.3326,Shared room,121,30,0,,,1,0,0,
3011412,Amazing House! Access to All Places,6610009,Alice,City of Los Angeles,Mid-City,34.03771,-118.38351,Entire home/apt,70,30,17,2020-03-01,0.23,2,297,0,HSR19-002241
3011569,"❤️Beach Gem w/Patio, steps to Abbot Kinney &Canals",2344764,Kevin,City of Los Angeles,Venice,33.98706,-118.46662,Entire home/apt,193,30,357,2020-03-13,4.06,5,116,0,
3012152,Great Beach and Ocean View,8331330,Miri,Other Cities,Santa Monica,34.00959,-118.49415,Entire home/apt,145,31,3,2021-05-17,0.30,14,70,3,
3020271,ROOM & BATH. 4 BLOCKS TO OCEAN. N OF WILSHIRE.,15389817,Saloumeh,Other Cities,Santa Monica,34.02268,-118.50197,Private room,144,4,91,2021-10-10,1.50,1,89,8,220962
3027857,Unique Craftsman House Venice Beach HSR20- 001087.,15423463,Bergamotto,City of Los Angeles,Venice,33.99815,-118.47366,Entire home/apt,325,3,58,2021-10-16,0.64,1,0,20,HSR20-001087
3030247,"PRIVATE MASTER BEDROOM PRIVATE BATh UCLA, WEST LA",4780152,Moon,City of Los Angeles,Sawtelle,34.0428,-118.46907,Private room,55,30,3,2016-12-02,0.04,12,365,0,
3031383,Suite within a Lovely Spanish Bungalow,15440227,Irené,Other Cities,Pasadena,34.16506,-118.12564,Private room,120,3,24,2021-10-29,0.34,1,361,14,
3031763,1 bdrm in Hip Laurel Canyon,3127239,Kiran,City of Los Angeles,Hollywood Hills West,34.11149,-118.3746,Entire home/apt,225,30,26,2020-03-03,0.29,2,336,0,
3032218,Private Retreat in Hollywood Hills,15444398,David,City of Los Angeles,Hollywood Hills,34.11214,-118.32285,Entire home/apt,200,30,47,2020-03-03,0.52,1,247,0,
3038963,1920 Calif Bungalow by the Sea,15222506,Pauline,Other Cities,Long Beach,33.75581,-118.13855,Entire home/apt,150,2,245,2021-11-01,2.74,2,290,33,
3040265,Eclectic designer bungalow,3139988,Hildegun & Valle,City of Los Angeles,Eagle Rock,34.14311,-118.20254,Entire home/apt,280,14,33,2021-09-11,0.37,1,0,9,HSR19-001440
3040394,Spacious bedroom and bathroom,15481476,Shemer,City of Los Angeles,Sherman Oaks,34.15324,-118.45037,Private room,105,30,0,,,1,0,0,
3042436,ARTIST HOME PRIVAT ROOM N. HOLLYWOOD WALK EVRYWHRE,13621311,Scozy,City of Los Angeles,North Hollywood,34.16632,-118.36661,Private room,72,30,24,2020-04-30,0.35,10,357,0,HSR20-100020
3048343,Abbot Kinney Venice Craftsman,14719697,Puna,City of Los Angeles,Venice,33.98767,-118.46459,Entire home/apt,318,30,135,2021-09-13,2.62,1,333,4,Exempt - This listing is a transient occupancy residential structure
3049213,Fab Furnished Condo at Best Price!,14488107,Vicky,City of Los Angeles,Valley Glen,34.17401,-118.40292,Entire home/apt,115,31,18,2019-04-09,0.28,11,31,0,
3052357,Modern 2BR Apt near Downtown/USC,13108795,Linda And Gil,City of Los Angeles,Adams-Normandie,34.03281,-118.30496,Entire home/apt,75,31,162,2021-05-30,1.88,3,47,1,
3053705,STEPS TO SAND Venice Bch JUNE 8-17,5928429,Bethany,City of Los Angeles,Venice,33.97815,-118.46178,Entire home/apt,140,30,1,2014-06-16,0.01,1,0,0,
3058076,Beautiful Loft in Heart of Old Town Pasadena,57161,Jefferson,Other Cities,Pasadena,34.14531,-118.14937,Entire home/apt,140,28,64,2020-09-13,1.34,9,236,1,
3058610,Hip 2bd Townhouse close to beach.,15568415,Darrell,City of Los Angeles,Del Rey,33.99894,-118.41663,Entire home/apt,179,30,41,2020-10-05,0.76,1,363,0,HSR19-003221
3060146,Luxury Beach Home,14484583,Jill,Other Cities,Manhattan Beach,33.89776,-118.41175,Entire home/apt,850,30,5,2015-07-20,0.06,2,0,0,
3060654,"Clean, Quiet, and Beautiful Poolside Guesthouse",15578719,Maggie,Other Cities,Burbank,34.1773,-118.33673,Entire home/apt,90,1,543,2021-10-31,8.55,1,302,50,
3060818,"Spacious, gorgeous, private LA apt!",15579637,Petrula,City of Los Angeles,Rancho Park,34.03502,-118.42483,Entire home/apt,134,2,105,2021-10-27,1.26,1,78,1,HSR19-000705
3061234,Studio City Apt,15581894,Greg,City of Los Angeles,Studio City,34.15265,-118.38762,Private room,100,30,0,,,1,0,0,
3061334,Modern Bright 2BD with Backyard,9210621,Gloria,City of Los Angeles,Del Rey,33.9975,-118.41681,Entire home/apt,117,30,30,2014-09-08,0.33,1,0,0,
3061561,Newly Remodeled 1 Bedroom,15584046,László,City of Los Angeles,Los Feliz,34.10479,-118.30879,Entire home/apt,90,30,1,2015-11-02,0.01,1,0,0,
3062952,mini-single house huge private yard,10033808,Zimi,Other Cities,El Monte,34.08344,-118.0039,Entire home/apt,128,3,57,2021-10-12,0.67,9,161,13,
3077524,2 Bedroom Charmer,14488107,Vicky,City of Los Angeles,Sherman Oaks,34.15477,-118.46195,Entire home/apt,215,30,6,2018-09-01,0.22,11,297,0,
3077533,Captivating Comfort in Sherman Oaks,14488107,Vicky,City of Los Angeles,Sherman Oaks,34.15482,-118.46025,Entire home/apt,100,30,27,2021-07-04,0.33,11,364,3,
3077636,Private Gst Hse with Sweeping Views,14488107,Vicky,City of Los Angeles,Sherman Oaks,34.1429,-118.43883,Entire home/apt,145,30,8,2018-08-31,0.09,11,186,0,
3082957,Incredible View Private Heated pool,15687373,Rozsa,Other Cities,La Canada Flintridge,34.22754,-118.21983,Entire home/apt,595,7,5,2016-09-23,0.06,1,306,0,
3083523,Peaceful and Pretty in Sherman Oaks,14488107,Vicky,City of Los Angeles,Sherman Oaks,34.15821,-118.46164,Entire home/apt,100,30,19,2021-01-05,0.26,11,323,1,
3084267,Private Ensuite Room/Bath in Serene Setting #2,14687073,Don,City of Los Angeles,Bel-Air,34.08795,-118.45978,Private room,140,30,9,2021-05-31,0.33,3,144,1,HSR19-001829
3084409,Spacious room Heart of Los Angeles,5695437,Caroline,City of Los Angeles,Los Feliz,34.11334,-118.27791,Private room,56,30,7,2019-05-15,0.24,2,0,0,
3084922,Spacious Modern Room,15697894,Jay,City of Los Angeles,Beverly Grove,34.06379,-118.36317,Private room,68,30,5,2015-04-09,0.06,9,364,0,na
3085790,Cozy detached private guesthouse close to Studios,1611762,Cedric,Other Cities,Burbank,34.15799,-118.3212,Entire home/apt,122,1,114,2021-10-29,5.33,1,322,47,
3090567,Experience West Hollywood from a Bohemian Townhouse,9862811,Indra,City of Los Angeles,Beverly Grove,34.07537,-118.36984,Entire home/apt,260,30,146,2021-05-31,3.77,9,121,4,
3093712,Steps to Beach in Gorgeous Suite!,15733706,Julia,Other Cities,Santa Monica,34.00438,-118.48708,Private room,239,356,8,2017-07-28,0.10,1,63,0,
3101761,3 BED PRIVATE ROOM w/ BATHROOM,1254174,Felix,City of Los Angeles,Venice,33.98666,-118.47158,Entire home/apt,114,30,4,2020-11-08,0.05,6,0,1,Exempt - This listing is a hotel or motel
3102027,Clean Paradise on Venice Canals. Message Dm for Short Stay,13488012,Charlie,City of Los Angeles,Venice,33.98284,-118.46726,Entire home/apt,579,30,85,2020-09-05,2.13,1,364,0,HSR19-002707
3105393,Spacious home w/lots natural light,2223763,Silvana,City of Los Angeles,Elysian Valley,34.10132,-118.24553,Entire home/apt,140,30,3,2016-06-27,0.03,1,0,0,
3106872,ART Apartment - Hollywood Hills,15795848,Andrew,City of Los Angeles,Hollywood,34.10315,-118.34644,Private room,75,30,21,2019-01-15,0.39,1,0,0,
3107689,NoHo Arts District - Luxe Bedroom,4732895,Christopher,City of Los Angeles,North Hollywood,34.18293,-118.36726,Private room,48,31,36,2021-08-01,0.45,3,183,4,HSR19-001264
3111849,Gorgeous and fully remodeled studio,15813548,Caroline,City of Los Angeles,Beverly Grove,34.07515,-118.38414,Entire home/apt,130,60,27,2021-03-15,0.73,1,278,1,
3114902,Frida ♥ Diego | Hilltop Hideaway Incredible Views!,4677715,Heather,Unincorporated Areas,East Los Angeles,34.05635,-118.17684,Entire home/apt,163,1,280,2021-10-30,3.69,9,68,4,
3116534,Sweet Private Little Guest House,10087133,Jenna & Adam,City of Los Angeles,North Hollywood,34.16209,-118.36749,Entire home/apt,89,30,48,2021-08-01,0.75,1,320,2,
3120545,Luxurious Room in Manhattan Beach,15852375,Laura,Other Cities,Manhattan Beach,33.87359,-118.38063,Private room,139,30,58,2019-05-12,0.93,2,365,0,
3122087,"Sun-drenched, 1930's Jewel Box 1 BD",5552386,Carisa,City of Los Angeles,Fairfax,34.08098,-118.35552,Entire home/apt,101,30,9,2016-02-07,0.12,1,0,0,
3130207,Hollywood bungalow close to all,13158011,Nadia & Pavel,City of Los Angeles,East Hollywood,34.09494,-118.29352,Private room,59,31,68,2021-05-02,0.79,7,299,1,
3130390,Hollywood/Los Feliz Bungalow,13158011,Nadia & Pavel,City of Los Angeles,East Hollywood,34.09494,-118.29352,Private room,41,31,60,2019-08-23,0.77,7,311,0,
3130462,Single Room in Hollywood Home,13158011,Nadia & Pavel,City of Los Angeles,East Hollywood,34.09494,-118.29352,Private room,45,31,76,2021-08-01,0.88,7,195,1,
3130715,Hollywood Private Room with Private Bath,13158011,Nadia & Pavel,City of Los Angeles,East Hollywood,34.09494,-118.29352,Private room,59,31,85,2019-09-20,0.97,7,310,0,
3133895,Venice Beach Cottage,1155655,Sonya,City of Los Angeles,Venice,33.9979,-118.4679,Entire home/apt,287,30,14,2021-10-03,0.18,2,266,1,
3139043,"So. Cal. Oasis, priv. bath; parking",15938400,Birgit,Other Cities,Long Beach,33.83911,-118.1766,Private room,75,1,214,2021-10-29,2.88,1,335,1,PRP21-00408
3140241,Airy Loft in Belmont Shore,15719305,Emily,Other Cities,Long Beach,33.75971,-118.14348,Entire home/apt,100,3,19,2017-08-14,0.27,1,0,0,
3146482,Central 2-room Los Angeles apt.,15974074,Andrey,Other Cities,Culver City,34.00659,-118.39228,Entire home/apt,146,1,32,2021-10-23,0.49,1,19,10,
3154241,Quiet Private Room Central WeHo,16006272,Steve,Other Cities,West Hollywood,34.09254,-118.36575,Private room,150,2,256,2021-10-21,3.25,1,363,29,
3156442,EAGLE'S WATCH MALIBU- Architectural w/ Ocean View,16016535,Katherine,Other Cities,Malibu,34.038322,-118.639755,Entire home/apt,1657,6,3,2021-08-21,0.10,3,269,1,STR21-0116
3157404,"Bright, Airy Apt Near Venice Beach",3967420,Agatha,City of Los Angeles,Del Rey,33.99562,-118.42176,Entire home/apt,80,30,2,2014-08-30,0.02,2,0,0,
3158394,Great for families!,16027015,Kasey,Other Cities,South Pasadena,34.1183,-118.15937,Entire home/apt,132,3,0,,,1,0,0,
3162663,Private Guest House in Larchmont,9122037,Chris & Renée,City of Los Angeles,Windsor Square,34.07621,-118.32228,Entire home/apt,125,30,36,2020-03-13,0.41,1,13,0,HSR19-001958
3166991,"Bike Along the Beach from a Soothing, Minimal Home",6102250,Claire,City of Los Angeles,Venice,33.97468,-118.4615,Entire home/apt,344,30,362,2019-12-16,4.08,1,179,0,Exempt - This listing is a transient occupancy residential structure
3167558,Near DTLA's Private Bedroom #1,6793558,Penelope,City of Los Angeles,Montecito Heights,34.07949,-118.20527,Private room,30,30,25,2021-09-18,0.40,4,110,3,
3167605,TWO STORY Hollywood Guesthouse,13816520,Jeff,City of Los Angeles,Hollywood Hills West,34.1059,-118.37047,Entire home/apt,185,5,54,2021-10-19,0.61,1,266,12,HSR21-000207
3167974,Near DTLA's Private Bedroom #2vvmzt,6793558,Penelope,City of Los Angeles,Lincoln Heights,34.07813,-118.20142,Private room,28,30,24,2021-03-22,0.67,4,163,1,
3168044,Near DTLA's Private Bedroom #3,6793558,Penelope,City of Los Angeles,Montecito Heights,34.07725,-118.20438,Private room,30,30,32,2021-09-05,0.43,4,122,3,
3168377,Quaint Craftsman in Altadena,8986910,Jen And Jeff,Unincorporated Areas,Altadena,34.17818,-118.12629,Entire home/apt,311,3,24,2021-04-10,0.31,1,2,1,
3168499,Quiet spot in the middle of LA city,16072314,Yasy,City of Los Angeles,Carthay,34.05769,-118.36717,Private room,80,30,31,2020-04-19,0.35,1,337,0,
3175657,Nice California King Size bed,5433968,Maryam,Other Cities,Agoura Hills,34.1494,-118.7692,Private room,59,5,47,2021-07-10,0.59,3,246,5,
3176180,Beautiful Los Feliz 1  Bedroom with Large Patio!,16105839,Renee,City of Los Angeles,Los Feliz,34.1009,-118.28423,Entire home/apt,99,30,53,2021-11-01,1.17,1,0,2,Exempt - This listing is a bed and breakfast
3176256,"Mediterranean Privacy w/ Pool, near Studios",961386,Nicholas,Other Cities,Burbank,34.17684,-118.32788,Entire home/apt,329,3,8,2019-04-19,0.09,1,0,0,
3182438,Master Bedroom & Bath 1st floor  楼下主臥地i版双人床,15878447,Betty,Other Cities,Monterey Park,34.06065,-118.12026,Private room,60,4,49,2021-08-30,0.71,4,89,7,
3192030,Cottage with Garden in the hills,5923557,Maria,City of Los Angeles,Echo Park,34.08896,-118.25256,Entire home/apt,110,30,2,2017-05-23,0.04,1,0,0,HSR20-002734
3192470,Relaxing Los Feliz Home w/ Spacious Chill Yard,3985624,Joseph,City of Los Angeles,Los Feliz,34.09865,-118.28422,Entire home/apt,133,30,91,2018-10-30,1.72,1,0,0,HSR19-004500
3193063,"2 Rooms + 2 Car Parkings, Hollywood",7183018,Randy\Zuke,City of Los Angeles,Hollywood,34.08634,-118.31139,Entire home/apt,118,1,518,2021-11-01,6.00,1,31,33,HSR21-001010
3194576,"Spacious Master Room, Futon, Bath & balcony 超大主臥",15878447,Betty,Other Cities,Monterey Park,34.06076,-118.12085,Private room,77,4,107,2021-09-02,1.44,4,66,5,
3194941,BRIGHT & Comfy Home in Best WLA Area,15902216,Lucia,City of Los Angeles,Palms,34.02383,-118.42087,Entire home/apt,289,4,57,2021-08-31,2.04,1,365,10,HSR21-000601
3200805,Walk to Beach and Pier 2b/2b + Pool/Hot tub,5168111,Alicia,Other Cities,Hermosa Beach,33.85532,-118.39586,Entire home/apt,205,30,16,2021-01-31,0.18,1,6,1,
3200924,Lovely Cozy Private Room with coveredpatio舒适単人房带陽台,15878447,Betty,Other Cities,Monterey Park,34.05878,-118.12092,Private room,58,4,84,2021-09-15,1.11,4,81,8,
3208610,Amazing Large One Bedroom Duplex by the Grove,9012488,David Lewis,City of Los Angeles,Fairfax,34.08056,-118.35369,Entire home/apt,200,30,22,2020-03-15,0.26,1,30,0,
3209078,Central House & Garden Parking WiFi,4365606,Thomas,City of Los Angeles,Arlington Heights,34.03681,-118.32893,Entire home/apt,129,31,105,2021-07-09,1.34,2,353,1,
3209485,Close to Everything!,16261361,April,Other Cities,Manhattan Beach,33.89952,-118.39696,Entire home/apt,165,30,23,2018-12-26,0.33,2,364,0,
3209876,"Charming Home, 10 minute walk to Ocean",16263667,Hector & Nury,Other Cities,El Segundo,33.92223,-118.42271,Entire home/apt,279,2,18,2015-08-07,0.20,1,0,0,
3215956,Alhambra Home with Amazing View and Terrace near Downtown LA,6969899,Pablo & Maria,Other Cities,Alhambra,34.08926,-118.1577,Entire home/apt,338,3,171,2021-10-10,3.56,3,273,26,
3218873,2BR WeHo craftsman BACKYARD PARADISE - dog heaven,16300388,Adam,City of Los Angeles,Hollywood,34.09916,-118.3518,Entire home/apt,229,30,29,2021-05-23,0.34,1,347,1,
3219230,"Relaxing, Magical, Special Getaway!",8501813,Audrey,City of Los Angeles,Silver Lake,34.10657,-118.26942,Entire home/apt,145,30,1,2014-07-09,0.01,1,0,0,
3219237,(R3) Spacious room in a high-end home,13310949,Pepe,City of Los Angeles,Tarzana,34.1381,-118.55914,Private room,50,30,14,2021-02-04,0.17,4,306,1,
3219704,Hilltop Grandeur with Views,3067044,Susan,City of Los Angeles,Mid-City,34.04638,-118.36114,Entire home/apt,140,30,6,2014-08-04,0.07,2,308,0,
3220875,CENTRAL WEHO SPANISH HOME,4517637,Sam,Other Cities,West Hollywood,34.08858,-118.36751,Entire home/apt,190,31,232,2020-11-12,2.64,9,35,1,
3227096,SilverLake studio with view/parking,16334287,Eric,City of Los Angeles,Silver Lake,34.08542,-118.28433,Entire home/apt,35,30,261,2020-05-04,3.64,1,0,0,
3232204,Cozy Cabin overlooks Arts District,9041162,Nate,City of Los Angeles,Boyle Heights,34.03712,-118.2182,Private room,105,30,0,,,1,0,0,
3236159,Gorgeous escape in great location,2519918,Melissa,City of Los Angeles,Studio City,34.13599,-118.40604,Entire home/apt,220,30,0,,,1,0,0,
3250171,"Cool & Eclectic, Historic Mansion.",7757652,Portia,City of Los Angeles,Arlington Heights,34.05039,-118.31625,Entire home/apt,725,14,44,2020-06-26,0.92,1,256,0,HSR19-002945
3251823,Classic Old Hollywood Bungalow,8514075,Alexandra,City of Los Angeles,Mid-City,34.04713,-118.37083,Entire home/apt,100,30,7,2019-03-12,0.20,1,0,0,
3255501,Venice Beach CooLCalifornia LIving,8797131,Rob,City of Los Angeles,Venice,33.99957,-118.4687,Entire home/apt,100,30,539,2021-01-29,6.93,3,264,3,
3256419,Hollywood Royalty Room,94718,Susannah,Other Cities,West Hollywood,34.0933,-118.36847,Shared room,95,3,0,,,1,0,0,
3257681,Walk Street Garden Oasis steps from sand in Venice,3803570,Chris,City of Los Angeles,Venice,33.9913,-118.47638,Private room,79,60,10,2015-03-17,0.11,5,365,0,
3258450,Purple Palace with Tropical Garden,16478990,Michael,City of Los Angeles,Mar Vista,34.00924,-118.43881,Entire home/apt,119,30,136,2020-03-01,1.97,1,30,0,HSR19-002251
3259107,Super Venice Location!!,2079340,Alix,City of Los Angeles,Venice,33.99523,-118.47462,Entire home/apt,110,30,712,2021-10-18,8.08,1,62,84,HSR19-005169
3263717,WALK TO RODEO DR! 3000 SQ FEET,16503811,Sherry,City of Los Angeles,Beverly Grove,34.07016,-118.38371,Entire home/apt,795,30,15,2019-10-16,0.23,4,247,1,
3264356,Sunny 1.5BR - Park view semi-private shared space,16507133,Wil,Other Cities,Beverly Hills,34.06686,-118.39684,Shared room,75,2,1,2014-09-27,0.01,3,354,0,
3264373,LUXURIOUS HOME w/ DOUBLE LOT in the VENICE CANALS!,16507201,Daniel,City of Los Angeles,Venice,33.98434,-118.46729,Entire home/apt,495,30,122,2019-09-02,2.02,3,2,0,HSR19-002250
3264791,Furnished Single Room in a 2B2B apt,16509619,Ma,Unincorporated Areas,Veterans Administration,34.06292,-118.45209,Private room,46,30,1,2015-06-03,0.01,1,0,0,
3268791,Pacific Palisades Highlands 2BD,16527540,Robin And Michael,City of Los Angeles,Pacific Palisades,34.07598,-118.56244,Entire home/apt,220,30,2,2016-08-12,0.02,1,0,0,
3270678,Private Spacious BR w/ queen bed in shared 1.5BR,16507133,Wil,Other Cities,Beverly Hills,34.06678,-118.3988,Private room,99,2,2,2017-07-21,0.02,3,354,0,
3279987,Great private bedroom with private bathroom!,16578369,Jon,City of Los Angeles,Valley Village,34.1573,-118.38677,Private room,99,2,112,2021-10-31,3.85,1,354,17,HSR21-000714
3280233,Cozy Spanish Sanctuary Great Energy,16579551,Gregory,City of Los Angeles,Silver Lake,34.09379,-118.26931,Entire home/apt,359,4,152,2021-10-30,1.72,1,0,30,HSR19-001428
3280390,Cozy  Sunny 1.5BR with Park and famous Hotel view,16507133,Wil,Other Cities,Beverly Hills,34.06518,-118.3971,Entire home/apt,130,2,12,2017-08-27,0.14,3,76,0,
3282248,"Spacious, Quiet West Hollywood Apt",16588414,Cyrus,Other Cities,West Hollywood,34.09143,-118.35578,Private room,95,1,0,,,1,0,0,
3282714,CELEBRITY LIFE! POOL WATERFALLS & BEVERLY HILLS!!,16503811,Sherry,City of Los Angeles,Beverly Crest,34.11226,-118.42638,Entire home/apt,795,30,0,,,4,358,0,
3282814,BOHEMIAN HOLLYWOOD BUNGALOW,6277851,W.C & Elly,City of Los Angeles,Hollywood Hills,34.10609,-118.3393,Entire home/apt,86,30,315,2021-08-01,3.52,11,33,3,
3283551,House is sold,16595603,Michael,City of Los Angeles,Hollywood Hills West,34.10978,-118.35727,Entire home/apt,1257,30,0,,,3,179,0,
3284198,Modern Venice Beach Apartment,298420,Glenn,City of Los Angeles,Venice,33.98738,-118.46624,Entire home/apt,500,30,275,2019-12-03,3.35,2,364,0,
3284532,Glamorous loft at Hollywood & Vine,16364592,Libby,City of Los Angeles,Hollywood,34.10088,-118.32694,Entire home/apt,175,30,5,2021-09-05,0.06,1,200,2,
3290619,Sunny Sanctuary on Echo Park Summit,519171,Peabody,City of Los Angeles,Echo Park,34.0891,-118.25241,Entire home/apt,100,30,87,2019-01-18,1.02,1,0,0,
3290881,Estate Home in Suburbs of La,7391588,Marissa,City of Los Angeles,Northridge,34.24712,-118.56111,Shared room,35,31,34,2021-05-15,0.53,6,340,1,
3291789,A Lovely Place to Stay,7391588,Marissa,City of Los Angeles,Northridge,34.247,-118.56114,Shared room,35,31,27,2021-05-15,0.36,6,139,1,
3291844,Artistic Craftsman Charm - DTLA-Pasadena-Hollywood,2127973,Roger,City of Los Angeles,Eagle Rock,34.14122,-118.20797,Entire home/apt,275,2,84,2021-10-10,1.30,1,124,12,HSR19-005099
3292208,The Venice Love Lodge,2830547,Aaron,City of Los Angeles,Venice,34.00154,-118.45707,Entire home/apt,195,3,182,2021-10-24,2.12,1,309,16,HSR19-000399
3292367,"Fantastic Studio in Hollywood,",16586625,Steve,City of Los Angeles,Hollywood,34.10332,-118.34117,Entire home/apt,60,31,140,2020-02-03,2.16,2,296,0,
3292634,Modern Home at edge of Nat'l Forest,15938503,Robbie,Unincorporated Areas,Altadena,34.20229,-118.14903,Entire home/apt,100,5,3,2017-08-25,0.06,1,0,0,
3293395,Private Architectural Loft in Walk Streets of Venice,4183341,David,City of Los Angeles,Venice,33.99518,-118.45936,Entire home/apt,249,30,295,2021-09-05,14.03,1,355,20,HSR19-000861
3294293,Corporate Furnished Suites 1 Bedroom Studio,16644446,Corporate,City of Los Angeles,Hollywood,34.10179,-118.32774,Entire home/apt,198,30,2,2014-09-01,0.02,6,69,0,Exempt - This listing is a transient occupancy residential structure
3295878,Commercial space - Artists  shop  Studio  Stage,1186821,Abe,Other Cities,Inglewood,33.96312,-118.32808,Private room,75,5,0,,,2,365,0,
3301321,New corporate 2+2 condo in Beverly Hills /Westwood,16672866,Carlos,City of Los Angeles,Westwood,34.06222,-118.44214,Entire home/apt,369,30,41,2020-02-24,0.59,20,365,0,
3303109,Beautiful Victorian 1  Bdrm w/ balcony near Bch,16681917,Marti,Other Cities,Redondo Beach,33.84278,-118.38175,Private room,129,2,68,2020-10-25,1.25,1,31,0,
3309829,Third Slice of Heaven #3   HSR19-002448,7984293,Rita,City of Los Angeles,Hollywood,34.08502,-118.343,Private room,105,30,203,2021-07-26,2.32,4,365,20,HSR19-002448
3311221,Cute/ Clean 1 bdrm in Sher Oaks,16720166,Nancy,City of Los Angeles,Sherman Oaks,34.16228,-118.446,Private room,80,30,0,,,1,0,0,
3311544,Clean and quiet. Private room in shared apt :),200159,Narciso,City of Los Angeles,Koreatown,34.06641,-118.29867,Private room,89,30,2,2014-09-08,0.02,1,365,0,
3311643,Beautiful Craftsman in Historic Neighborhood,1225707,Mitchel,Other Cities,Long Beach,33.771137,-118.148331,Entire home/apt,300,2,4,2021-10-23,2.31,1,184,4,NRP21-00363
3318240,Fabulous Beachfront Condo - Marina del Rey,187714603,Ann,City of Los Angeles,Venice,33.96671,-118.45823,Entire home/apt,575,30,18,2019-07-29,0.22,3,89,0,
3318593,WALK TO EVERYTHING IN HOLLYWOOD!,1833143,Brian,City of Los Angeles,Hollywood,34.09668,-118.32277,Private room,79,30,10,2016-08-21,0.16,1,0,0,
3318745,"Big house near LAX, free parking",7611676,Helmut + Marlene,Unincorporated Areas,Athens,33.92634,-118.30479,Private room,125,1,170,2021-10-30,2.17,1,79,14,
3321593,Stunning Luxury Beach Home,16766980,Beth,Other Cities,Manhattan Beach,33.87882,-118.40349,Entire home/apt,750,30,1,2018-08-11,0.03,3,332,0,
3323232,Silverlake GardenOasis Room Private Bathroom w/Tub,277669,Alexis,City of Los Angeles,Silver Lake,34.08177,-118.27745,Private room,65,31,21,2020-03-29,0.59,1,0,0,
3324603,The Hollywood Bungalow,9560767,Robert,City of Los Angeles,Hollywood Hills West,34.10344,-118.35671,Entire home/apt,115,30,43,2019-03-04,0.62,2,71,0,HSR19-002178
3325303,Simple Hollywood Hills,9111956,Becca,City of Los Angeles,Hollywood Hills,34.11584,-118.32261,Private room,65,30,13,2019-07-29,0.47,1,0,0,
3326323,Close to Movie Studios and Malibu,16794969,Michael,City of Los Angeles,West Hills,34.18994,-118.63019,Private room,65,30,12,2015-09-15,0.14,1,0,0,HSR19-001456
3331429,Bedroom & Private Bath in 2 bed 2 bth Condo,16818658,Saul,City of Los Angeles,Van Nuys,34.18873,-118.45893,Private room,60,31,9,2019-10-12,0.17,1,123,0,HSR19-005220
3333016,"Hollywood Hills Sky Home, Awesome Views",16824025,Nora,City of Los Angeles,Hollywood Hills,34.11602,-118.32435,Entire home/apt,375,2,159,2021-10-31,2.17,1,352,29,HSR19-002668
3334055,Cozy Hollywood Studio,16831875,Sebastian,City of Los Angeles,Hollywood,34.09213,-118.32558,Entire home/apt,110,30,107,2019-11-24,3.18,1,0,0,
3340326,"Quiet, Healthy & Clean",16860022,Jeremy,City of Los Angeles,Silver Lake,34.08635,-118.2791,Entire home/apt,145,30,8,2018-12-17,0.09,1,0,0,
3340870,"Cozy Room with A/C, TV in Arts District (Unit 231)",156094545,Sogo,City of Los Angeles,Downtown,34.04827,-118.23603,Private room,50,1,27,2021-10-18,9.42,15,327,13,
3343620,Hollywood Hills Studio,13735500,Jamie,City of Los Angeles,Hollywood Hills,34.11879,-118.32367,Entire home/apt,106,30,78,2021-08-02,1.19,1,131,3,
3343965,Casita del Sol,6719252,Olivier,Other Cities,Santa Monica,34.01138,-118.47957,Entire home/apt,95,1,429,2019-09-21,4.88,2,0,0,218550
3344849,Beach Bungalow Living in Venice,16883324,Samantha,City of Los Angeles,Venice,34.00021,-118.45576,Entire home/apt,139,3,40,2021-10-17,1.39,1,62,19,HSR20-002352
3344959,"Private Entry, Serene Bdrm Bath Kitchenette CLEAN",866477,Ewa,City of Los Angeles,Mount Washington,34.11045,-118.22066,Private room,150,30,52,2021-08-11,0.97,2,350,6,HSR19-004776
3345215,BEVERLY HILLS / WEST HOLLYWOOD / LA,192953,Ronnie,City of Los Angeles,Beverly Grove,34.07298,-118.38325,Private room,135,30,1,2018-11-02,0.03,1,0,0,
3354790,"Central, Private, Peaceful & Green Hillside Oasis",3065985,Steven,City of Los Angeles,Echo Park,34.09272,-118.25309,Entire home/apt,175,31,3,2018-07-22,0.04,1,0,0,
3359860,Modern Silver Lake hillside retreat,16950887,Jeremy,City of Los Angeles,Silver Lake,34.08688,-118.27865,Entire home/apt,215,3,118,2021-10-27,2.28,1,0,40,HSR19-004453
3364134,Long Beach Downtown House,16971780,Kerry,Other Cities,Long Beach,33.77536,-118.18356,Private room,87,31,0,,,1,0,0,
